,bioguide_id,birthdate,cid,comments,congress_office,exit_code,facebook_id,fax,feccandid,first_elected,firstlast,gender,lastname,office,party,phone,twitter_id,votesmart_id,webform,website,youtube_url
474,H001050,1951-05-04,N00025881,Won both special and general,422 Cannon House Office Building,0,169979129710178,202-225-0688,H2HI02110,2010,Colleen Hanabusa,F,HANABUSA,HI01,D,202-225-2726,RepHanabusa,17745,https://hanabusa.house.gov/contact-me/email-me,https://hanabusa.house.gov,https://youtube.com/rephanabusa
475,T000473,1967-07-01,N00035535,Died on 7/20/2016,422 Cannon House Office Building,1,,202-225-0688,H4HI01134,2014,Mark Takai,M,TAKAI,HI01,D,202-225-2726,RepMarkTakai,,,https://takai.house.gov,
476,G000571,1981-04-12,N00033281,,1433 Longworth House Office Building,0,RepTulsiGabbard,202-225-4987,H2HI02508,2012,Tulsi Gabbard,F,GABBARD,HI02,D,202-225-4906,TulsiPress,129306,https://forms.house.gov/formsgabbard/webforms/email-me.shtml,https://gabbard.house.gov,https://youtube.com/tulsipress
477,S001194,1972-10-20,N00028138,,722 Hart Senate Office Building,0,SenBrianSchatz,202-228-1153,S4HI00136,2012,Brian Schatz,M,SCHATZ,HIS1,D,202-224-3934,SenBrianSchatz,17852,https://www.schatz.senate.gov/contact,https://www.schatz.senate.gov,https://youtube.com/senbrianschatz
478,H001042,1947-11-03,N00028139,,730 Hart Senate Office Building,0,senatorhirono,202-225-4987,H6HI02251,2012,Mazie K Hirono,F,HIRONO,HIS2,D,202-224-6361,MazieHirono,1677,https://www.hirono.senate.gov/contact,https://www.hirono.senate.gov,https://youtube.com/CongresswomanHirono
479,N000015,1949-02-14,N00000153,,341 Cannon House Office Building,0,325642654132598,202-225-8112,H8MA02041,1988,Richard E Neal,M,NEAL,MA01,D,202-225-5601,RepRichardNeal,26895,https://forms.house.gov/neal/webforms/Contact_Form.shtml,https://neal.house.gov,https://youtube.com/RepRichardENeal
480,M000312,1959-11-20,N00000179,,438 Cannon House Office Building,0,RepJimMcGovern,202-225-5759,H4MA03022,1996,James P McGovern,M,MCGOVERN,MA02,D,202-225-6101,RepMcGovern,552,https://mcgovern.house.gov/contact/email-me,http://mcgovern.house.gov,https://youtube.com/repjimmcgovern
481,T000465,1946-04-26,N00029026,,1714 Longworth House Office Building,0,RepTsongas,202-226-0771,H8MA05143,2007,Niki Tsongas,F,TSONGAS,MA03,D,202-225-3411,NikiInTheHouse,89417,https://tsongas.house.gov/e-mail-niki/,https://tsongas.house.gov,https://youtube.com/RepTsongas
482,K000379,1980-10-04,N00034044,,434 Cannon House Office Building,0,301936109927957,202-225-0182,H2MA04073,2012,Joe Kennedy III,M,KENNEDY,MA04,D,202-225-5931,RepJoeKennedy,141275,https://kennedy.house.gov/contact/email-me,https://kennedy.house.gov,
483,C001101,1963-07-17,N00035278,,1415 Longworth House Office Building,0,CongresswomanClark,202-226-0092,H4MA05084,2013,Katherine Clark,F,CLARK,MA05,D,202-225-2836,RepKClark,35858,https://katherineclark.house.gov/index.cfm/email-me,https://katherineclark.house.gov,
484,M001196,1978-10-24,N00035431,,1408 Longworth House Office Building,0,CongressmanSethMoulton,202-225-5915,H4MA06090,2014,Seth Moulton,M,MOULTON,MA06,D,202-225-8020,teammoulton,,,http://moulton.house.gov,
485,C001037,1952-01-09,N00000267,,1414 Longworth House Office Building,0,RepMichaelCapuano,202-225-9322,H8MA08071,1998,Michael E Capuano,M,CAPUANO,MA07,D,202-225-5111,RepMikeCapuano,18883,http://www.house.gov/capuano/contact/email.shtml,http://capuano.house.gov,https://youtube.com/RepMikeCapuano
486,L000562,1955-03-31,N00013855,,2268 Rayburn House Office Building,0,repstephenlynch,202-225-3984,H2MA09072,2001,Stephen F Lynch,M,LYNCH,MA08,D,202-225-8273,RepStephenLynch,4844,https://lynch.house.gov/contact-me/email-me,http://lynch.house.gov,https://youtube.com/RepLynch
487,K000375,1952-09-06,N00031933,,2351 Rayburn House Office Building,0,USRepKeating,202-225-5658,H0MA10082,2010,Bill Keating,M,KEATING,MA09,D,202-225-3111,USRepKeating,4743,https://forms.house.gov/keating/webforms/contact.shtml,https://keating.house.gov,https://youtube.com/RepBillKeating
488,W000817,1949-06-22,N00033492,,317 Hart Senate Office Building,0,senatorelizabethwarren,202-228-2072,S2MA00170,2012,Elizabeth Warren,F,WARREN,MAS1,D,202-224-4543,SenWarren,141272,https://www.warren.senate.gov/?p=email_senator,https://www.warren.senate.gov,https://youtube.com/senelizabethwarren
489,M000133,1946-07-11,N00000270,,255 Dirksen Senate Office Building,0,EdJMarkey,,H6MA07101,2013,Ed Markey,M,MARKEY,MAS2,D,202-224-2742,SenMarkey,26900,https://www.markey.senate.gov/contact,https://www.markey.senate.gov,https://youtube.com/RepMarkey
490,L000557,1948-07-22,N00000575,,1501 Longworth House Office Building,0,RepJohnLarson,202-225-1031,H8CT01046,1998,John B Larson,M,LARSON,CT01,D,202-225-2265,RepJohnLarson,17188,https://forms.house.gov/larson/contact_new.html,https://larson.house.gov,https://youtube.com/RepJohnLarson
491,C001069,1953-04-06,N00024842,,2348 Rayburn House Office Building,0,joecourtney,202-225-4977,H2CT02112,2006,Joe Courtney,M,COURTNEY,CT02,D,202-225-2076,RepJoeCourtney,30333,https://courtney.house.gov/email-joe1,https://courtney.house.gov,https://youtube.com/repcourtney
492,D000216,1943-03-02,N00000615,,2413 Rayburn House Office Building,0,CongresswomanRosaDeLauro,202-225-4890,H0CT03072,1990,Rosa L DeLauro,F,DELAURO,CT03,D,202-225-3661,RosaDeLauro,26788,https://forms.house.gov/delauro/webforms/contact_form_email.shtml,https://delauro.house.gov,https://youtube.com/rosadelauro
493,H001047,1966-07-05,N00029070,,1227 Longworth House Office Building,0,CongressmanJimHimes,202-225-9629,H8CT04172,2008,Jim Himes,M,HIMES,CT04,D,202-225-5541,JAHimes,106744,https://himes.house.gov/contact-me/email-me,https://himes.house.gov,https://youtube.com/congressmanhimes
494,E000293,1959-08-25,N00033217,,221 Cannon House Office Building,0,RepEsty,202-225-5933,H2CT05131,2012,Elizabeth Esty,F,ESTY,CT05,D,202-225-4476,RepEsty,72826,http://esty.house.gov/contact,https://esty.house.gov,https://youtube.com/RepEsty
495,M001169,1973-08-03,N00027566,,136 Hart Senate Office Building,0,chrismurphyct,202-225-5933,H6CT05124,2012,Christopher S Murphy,M,MURPHY,CTS1,D,202-224-4041,ChrisMurphyCT,17189,http://www.murphy.senate.gov/contact,https://www.murphy.senate.gov,https://youtube.com/senchrismurphy
496,B001277,1946-02-13,N00031685,,706 Hart Senate Office Building,0,SenBlumenthal,202-224-9673,S0CT00177,2010,Richard Blumenthal,M,BLUMENTHAL,CTS2,D,202-224-2823,SenBlumenthal,1568,https://www.blumenthal.senate.gov/contact/,https://www.blumenthal.senate.gov,https://youtube.com/SenatorBlumenthal
497,C001096,1961-01-21,N00004614,,1717 Longworth House Office Building,0,CongressmanKevinCramer,202-226-0893,H0ND01026,2012,Kevin Cramer,M,CRAMER,ND01,R,202-225-2611,RepKevinCramer,444,https://cramer.house.gov/contact/email-me,http://cramer.house.gov,https://youtube.com/kevincramer
498,H001061,1957-03-13,N00031688,,338 Russell Senate Office Building,0,SenatorJohnHoeven,202-224-7999,S0ND00093,2010,John Hoeven,M,HOEVEN,NDS1,R,202-224-2551,SenJohnHoeven,41788,http://www.hoeven.senate.gov/public/index.cfm/email-the-senator,https://www.hoeven.senate.gov,https://youtube.com/senatorjohnhoevennd
499,H001069,1955-10-30,N00033782,,516 Hart Senate Office Building,0,SenatorHeidiHeitkamp,202-224-7776,S2ND00099,2012,Heidi Heitkamp,F,HEITKAMP,NDS2,D,202-224-2043,SenatorHeitkamp,41716,http://www.heitkamp.senate.gov/public/index.cfm/contact,https://www.heitkamp.senate.gov/public,https://youtube.com/senatorheidiheitkamp
500,H001052,1957-01-25,N00029147,,1533 Longworth House Office Building,0,AndyHarrisMD,202-225-0254,H8MD01094,2010,Andy Harris,M,HARRIS,MD01,R,202-225-5311,RepAndyHarrisMD,19157,https://harris.house.gov/contact-me/email-me,http://harris.house.gov,https://youtube.com/RepAndyHarris
501,R000576,1946-01-31,N00025482,,2416 Rayburn House Office Building,0,184756771570504,202-225-3094,H2MD02160,2002,Dutch Ruppersberger,M,RUPPERSBERGER,MD02,D,202-225-3061,Call_Me_Dutch,36130,http://ruppersberger.house.gov/contact-dutch/email-dutch,http://ruppersberger.house.gov,https://youtube.com/ruppersberger
502,S001168,1962-05-22,N00027751,,2444 Rayburn House Office Building,0,RepSarbanes,202-225-9219,H6MD03292,2006,John Sarbanes,M,SARBANES,MD03,D,202-225-4016,RepSarbanes,66575,http://sarbanes.house.gov/federal.asp,https://sarbanes.house.gov,
503,E000290,1958-06-28,N00028249,Lost Senate primary,2445 Rayburn House Office Building,20,pages/foo/107297211756,202-225-8714,H6MD04183,2008,Donna Edwards,F,EDWARDS,MD04,D,202-225-8699,RepDonnaEdwards,65085,https://forms.house.gov/formdonnaedwards/issue_subscribe.shtml,http://donnaedwards.house.gov,http://youtube.com/RepDonnaFEdwards
504,H000874,1939-06-14,N00001821,,1705 Longworth House Office Building,0,WhipHoyer,202-225-4300,H2MD05155,1981,Steny H Hoyer,M,HOYER,MD05,D,202-225-4131,WhipHoyer,26890,https://hoyer.house.gov/email-steny,https://hoyer.house.gov,https://youtube.com/LeaderHoyer
505,D000620,1963-04-16,N00033897,,1632 Longworth House Office Building,0,congressmanjohndelaney,202-225-2193,H2MD06195,2012,John K Delaney,M,DELANEY,MD06,D,202-225-2721,RepJohnDelaney,135143,https://delaney.house.gov/contact/email-me,http://delaney.house.gov,https://youtube.com/repjohndelaney
506,C000984,1951-01-18,N00001971,,2163 Rayburn House Office Building,0,elijahcummings,202-225-3178,H6MD07160,1996,Elijah E Cummings,M,CUMMINGS,MD07,D,202-225-4741,RepCummings,345,https://cummings.house.gov/contact-me/email-me,https://cummings.house.gov,https://youtube.com/ElijahECummings
507,V000128,1959-01-10,N00013820,Elected Senator,110 Hart Senate Office Building,15,chrisvanhollen,202-225-0375,H2MD08126,2002,Chris Van Hollen,M,VAN HOLLEN,MD08,D,202-224-4654,ChrisVanHollen,6098,https://www.vanhollen.senate.gov/content/contact-senator,https://www.vanhollen.senate.gov,https://youtube.com/RepChrisVanHollen
508,C000141,1943-10-05,N00001955,,509 Hart Senate Office Building,0,senatorbencardin,202-224-1651,H6MD03177,2006,Ben Cardin,M,CARDIN,MDS1,D,202-224-4524,SenatorCardin,26888,http://www.cardin.senate.gov/contact/,https://www.cardin.senate.gov,https://youtube.com/senatorcardin
509,M000702,1936-07-20,N00001945,Retired at end of 114th,503 Hart Senate Office Building,4,pages/foo/142890125771427,202-224-8858,S6MD00140,1986,Barbara A Mikulski,F,MIKULSKI,MDS2,D,202-224-4654,SenatorBarb,53304,http://www.mikulski.senate.gov/contact/shareyouropinion.cfm,http://www.mikulski.senate.gov,http://youtube.com/senatormikulski
510,Z000018,1961-11-01,N00035616,,113 Cannon House Office Building,0,CongressmanRyanZinke,202-225-5687,H4MT01041,2014,Ryan K Zinke,M,ZINKE,MT01,R,202-225-3211,RepRyanZinke,,,https://zinke.house.gov,
511,T000464,1956-08-21,N00027605,,311 Hart Senate Office Building,0,senatortester,202-224-8594,S6MT00162,2006,Jon Tester,M,TESTER,MTS1,D,202-224-2644,SenatorTester,20928,https://www.tester.senate.gov/?p=email_senator,https://www.tester.senate.gov,https://youtube.com/senatorjontester
512,D000618,1962-08-20,N00033054,,320 Hart Senate Office Building,0,SteveDainesMT,202-228-1236,H2MT01060,2014,Steven Daines,M,DAINES,MTS2,R,202-224-2651,SteveDaines,135720,https://www.daines.senate.gov/connect/email-steve,https://www.daines.senate.gov,https://youtube.com/SteveDainesMT
513,W000799,1964-04-06,N00027467,,2313 Rayburn House Office Building,0,,202-225-3433,H6MN01174,2006,Tim Walz,M,WALZ,MN01,D,202-225-2472,RepTimWalz,65443,http://walz.house.gov/contact,https://walz.house.gov,https://youtube.com/1529tjw
514,K000363,1947-09-06,N00004436,Retired at end of 114th,2439 Rayburn House Office Building,4,pages/foo/770135879667732,202-225-2595,H8MN06047,2002,John Kline,M,KLINE,MN02,R,202-225-2271,RepJohnKline,20311,http://kline.house.gov/contact/,http://kline.house.gov,http://youtube.com/repjohnkline
515,P000594,1965-05-14,N00029391,,127 Cannon House Office Building,0,CongressmanErikPaulsen,202-225-6351,H8MN03077,2008,Erik Paulsen,M,PAULSEN,MN03,R,202-225-2871,RepErikPaulsen,3833,https://paulsenforms.house.gov/contact-me,https://paulsen.house.gov,https://youtube.com/reperikpaulsen
516,M001143,1954-07-12,N00012942,,2256 Rayburn House Office Building,0,repbettymccollum,202-225-1968,H0MN04049,2000,Betty McCollum,F,MCCOLLUM,MN04,D,202-225-6631,BettyMcCollum04,3812,https://mccollum.house.gov/contact-me/email-me,http://mccollum.house.gov,
517,E000288,1963-08-04,N00028257,,2263 Rayburn House Office Building,0,Keith.Ellison,202-225-4886,H6MN05183,2006,Keith Ellison,M,ELLISON,MN05,D,202-225-4755,KeithEllison,38982,http://ellison.house.gov/contact,https://ellison.house.gov,https://youtube.com/RepKeithEllison
518,E000294,1961-03-03,N00035440,,315 Cannon House Office Building,0,reptomemmer,202-225-6475,H4MN06087,2014,Tom Emmer,M,EMMER,MN06,R,202-225-2331,RepTomEmmer,,,https://emmer.house.gov,
519,P000258,1944-06-29,N00004558,,2204 Rayburn House Office Building,0,pages/foo/6595227967,202-225-1593,H2MN07014,1990,Collin Peterson,M,PETERSON,MN07,D,202-225-2165,,26926,https://collinpeterson.house.gov/contact-me/email-me,http://collinpeterson.house.gov,
520,N000127,1943-12-17,N00021207,,2366 Rayburn House Office Building,0,UsRepRickNolan,202-225-0699,H2MN08111,2012,Rick Nolan,M,NOLAN,MN08,D,202-225-6211,USRepRickNolan,138505,https://nolan.house.gov/contact/email-me,http://nolan.house.gov,https://youtube.com/USRepRickNolan
521,F000457,1951-05-21,N00029016,,309 Hart Senate Office Building,0,senatoralfranken,202-224-0044,S8MN00438,2008,Al Franken,M,FRANKEN,MNS1,D,202-224-5641,SenFranken,108924,https://www.franken.senate.gov/?p=contact,https://www.franken.senate.gov,https://youtube.com/SenatorFranken
522,K000367,1960-05-25,N00027500,,302 Hart Senate Office Building,0,,202-228-2186,S6MN00267,2006,Amy Klobuchar,F,KLOBUCHAR,MNS2,D,202-224-3244,,65092,http://www.klobuchar.senate.gov/public/index.cfm/contact,https://www.klobuchar.senate.gov,https://youtube.com/senatorklobuchar
523,G000570,1970-09-26,N00030801,Lost general election,326 Cannon House Office Building,21,,202-225-5822,H0NH01217,2014,Frank Guinta,M,GUINTA,NH01,R,202-225-5456,RepFrankGuinta,42946,,https://guinta.house.gov,
524,K000382,1956-09-05,N00030875,,137 Cannon House Office Building,0,CongresswomanAnnieKuster,202-225-2946,H0NH02181,2012,Ann Mclane Kuster,F,KUSTER,NH02,D,202-225-5206,RepAnnieKuster,122256,https://kuster.house.gov/contact/email-me,http://kuster.house.gov,https://youtube.com/RepKuster
525,A000368,1968-06-27,N00030980,Lost general election,144 Russell Senate Office Building,21,pages/foo/123436097729198,202-224-4952,S0NH00235,2010,Kelly Ayotte,F,AYOTTE,NHS1,R,202-224-3324,,42352,http://www.ayotte.senate.gov/?p=contact,http://www.ayotte.senate.gov,http://youtube.com/SenatorAyotte
526,S001181,1947-01-28,N00024790,,506 Hart Senate Office Building,0,SenatorShaheen,202-228-3194,S0NH00219,2008,Jeanne Shaheen,F,SHAHEEN,NHS2,D,202-224-2841,SenatorShaheen,1663,https://www.shaheen.senate.gov/contact/contact-jeanne,https://www.shaheen.senate.gov,https://youtube.com/senatorshaheen
527,D000617,1962-02-17,N00030693,,2442 Rayburn House Office Building,0,RepDelBene,202-226-1606,H0WA08046,2012,Suzan DelBene,F,DELBENE,WA01,D,202-225-6311,RepDelBene,126272,http://delbene.house.gov/contact-me/email-me,https://delbene.house.gov,
528,L000560,1965-06-15,N00009759,,2113 Rayburn House Office Building,0,RepRickLarsen,202-225-4420,H0WA02080,2000,Rick Larsen,M,LARSEN,WA02,D,202-225-2605,RepRickLarsen,56231,http://larsen.house.gov/contact-rick/email-rick,http://larsen.house.gov,https://youtube.com/congressmanlarsen
529,H001056,1978-11-03,N00031559,,1107 Longworth House Office Building,0,herrerabeutler,202-225-3478,H0WA03187,2010,Jaime Herrera Beutler,F,BEUTLER,WA03,R,202-225-3536,HerreraBeutler,101907,http://herrerabeutler.house.gov/contact/,http://herrerabeutler.house.gov,https://youtube.com/RepHerreraBeutler
530,N000189,1955-07-10,N00036403,,1318 Longworth House Office Building,0,RepNewhouse,202-225-3251,H4WA04104,2014,Daniel Milton Newhouse,M,NEWHOUSE,WA04,R,202-225-5816,RepNewhouse,,,https://newhouse.house.gov,
531,M001159,1969-05-22,N00026314,,1314 Longworth House Office Building,0,mcmorrisrodgers,202-225-3392,H4WA05077,2004,Cathy McMorris Rodgers,F,RODGERS,WA05,R,202-225-2006,CathyMcMorris,3217,https://mcmorrisforms.house.gov/write-to-cathy1,http://mcmorris.house.gov,https://youtube.com/mcmorrisrodgers
532,K000381,1974-01-01,N00034453,,1520 Longworth House Office Building,0,derek.kilmer,,H2WA06129,2012,Derek Kilmer,M,KILMER,WA06,D,202-225-5916,RepDerekKilmer,51516,https://kilmer.house.gov/contact/email-me,https://kilmer.house.gov,
533,M000404,1936-12-28,N00009829,Retired at end of 114th,1035 Longworth House Office Building,4,pages/foo/246418928093,202-225-6197,H8WA07132,1988,Jim McDermott,M,MCDERMOTT,WA07,D,202-225-3106,RepJimMcDermott,27128,https://forms.house.gov/mcdermott/webforms/new/contact.shtml,http://mcdermott.house.gov,http://youtube.com/RepJimMcDermott
534,R000578,1950-08-29,N00026885,,1127 Longworth House Office Building,0,repdavereichert,202-225-4282,H4WA08071,2004,Dave Reichert,M,REICHERT,WA08,R,202-225-7761,DaveReichert,51346,https://reichert.house.gov/contact-me,http://reichert.house.gov,https://youtube.com/repdavereichert
535,S000510,1965-06-15,N00007833,,2264 Rayburn House Office Building,0,RepAdamSmith,202-225-5893,H6WA09025,1996,Adam Smith,M,SMITH,WA09,D,202-225-8901,RepAdamSmith,845,https://adamsmith.house.gov/contact/contactform.htm,https://adamsmith.house.gov,https://youtube.com/CongressmanAdamSmith
536,H001064,1952-07-29,N00031557,,425 Cannon House Office Building,0,CongressmanDennyHeck,202-225-0129,H0WA03161,2012,Dennis Heck,M,HECK,WA10,D,202-225-9740,RepDennyHeck,126058,https://dennyheck.house.gov/contact/email-me,http://dennyheck.house.gov,https://youtube.com/RepDennyHeck
537,C000127,1958-10-13,N00007836,,511 Hart Senate Office Building,0,senatorcantwell,202-228-0514,S8WA00194,2000,Maria Cantwell,F,CANTWELL,WAS1,D,202-224-3441,SenatorCantwell,27122,http://www.cantwell.senate.gov/public/index.cfm/email-maria,https://www.cantwell.senate.gov,https://youtube.com/SenatorCantwell
538,M001111,1950-10-11,N00007876,,154 Russell Senate Office Building,0,,202-224-0238,S2WA00189,1992,Patty Murray,F,MURRAY,WAS2,D,202-224-2621,PattyMurray,53358,http://www.murray.senate.gov/public/index.cfm/contactme,https://www.murray.senate.gov/public,https://youtube.com/SenatorPattyMurray
